0.162219638	-0.308188052		1
0.657695891	-0.756682514		1
0.597112249	-0.033264479		1
-0.196469848	-0.124048528		1
-0.071164294	0.113648815		1
0.401884593	0.587071699		1
0.065908315	0.340910662		1
0.622394277	0.772512097		1
-0.376161129	-0.431463149		1
0.258351344	-0.511489283		1
0.157931673	-0.056156016		1
0.76235029	0.818320388		1
-0.736961802	0.771268302		1
0.000409371	-0.07443149		1
0.029300313	-0.353115293		1
-1.282714302	-0.899626498		1
0.683609865	0.397466851		1
1.538679655	0.013514864		1
-0.127172886	-0.696789124		1
0.157213982	-0.197939111		1
-0.254474359	-1.082320297		1
0.210499516	0.254385276		1
-0.208040103	-0.10293592		1
-0.055746231	0.96505603		1
0.886297882	-0.804248463		1
-0.464046918	0.574159496		1
-0.315424206	0.084978458		1
-0.041579333	0.048868944		1
-0.072557679	0.423984149		1
0.788342371	0.706074575		1
1.112568519	-0.633648776		1
-0.535783088	0.78027307		1
-0.351103123	-0.715847512		1
0.285076265	-0.635454946		1
-0.208517976	-0.39789191		1
1.091529962	0.435696902		1
0.896003036	-0.632997282		1
0.306187257	0.198020135		1
0.308717019	0.243673029		1
-0.185347463	0.091178733		1
0.418266891	0.328088449		1
0.617525605	-0.693864867		1
0.077541722	0.596096322		1
1.056082542	0.067159503		1
0.367323511	0.431903918		1
-0.060310408	-0.581853416		1
0.203184397	0.030782284		1
0.60062965	0.519194791		1
-0.218082915	0.599973931		1
-0.046809767	-0.049901193		1
1.299903051	-1.096564069		1
-0.259577233	-0.648887883		1
0.518332235	0.129341849		1
0.448125551	0.469882182		1
0.870315197	0.273987969		1
0.288108636	-0.36243681		1
-1.350244308	1.327804834		1
-0.466948785	0.042801422		1
0.280289029	0.512045222		1
0.141189134	-0.245929346		1
1.074876706	-0.659606279		1
0.770270399	0.405400804		1
0.272127042	0.613895753		1
0.045368167	1.078034878		1
-0.848136256	-0.312953813		1
1.020494559	-0.963118108		1
0.073409404	0.956809022		1
-0.846780484	0.156265404		1
0.237318542	-0.666828676		1
0.056390349	-0.330812899		1
-0.312391424	-0.478519248		1
0.270061265	0.686859398		1
-0.387520947	0.350294201		1
-0.73834372	0.143611455		1
-0.960870521	0.142268399		1
-0.199266371	-0.48600619		1
-0.343473533	0.587533057		1
0.241080222	0.204929883		1
-0.823030442	-0.154488678		1
-0.11405525	-0.109277628		1
